aX,aY,aZ,gX,gY,gZ
-0.9182,-0.0334,-0.3434,8.1787,-6.5308,1.6479
-0.9229,-0.0155,-0.4481,4.2114,-3.9062,0.8545
-0.9293,-0.0200,-0.5037,1.7700,1.1597,2.0752
-0.9590,-0.0161,-0.5221,1.7090,12.6953,1.2207
-0.9728,-0.0135,-0.5232,2.3193,18.2495,2.6855
-0.9862,-0.0256,-0.5272,1.0376,24.1699,2.5024
-1.0060,-0.0178,-0.5492,0.8545,29.9072,3.4790
-1.0405,0.0234,-0.6686,7.6294,46.4478,6.5308
-1.0419,0.0337,-0.6752,9.0942,58.6548,10.0708
-1.0270,-0.0009,-0.6296,9.8267,67.5659,11.9629
-1.0131,-0.0309,-0.6304,8.4839,73.2422,9.3994
-0.9998,-0.0380,-0.7853,2.5635,90.6982,0.3662
-1.0054,-0.0280,-0.8629,-1.7090,104.2480,-1.8921
-1.0051,-0.0293,-0.9103,-2.0142,119.8120,-1.4038
-1.0081,-0.0275,-0.9213,-4.0283,136.6577,-2.1973
-1.0192,-0.0551,-0.7495,-16.3574,159.5459,-3.2349
-1.0211,-0.0354,-0.5847,-16.5405,162.6587,0.0610
-0.9878,-0.0892,-0.4200,-9.8877,157.6538,2.8687
-0.8750,-0.1115,-0.4659,3.6621,136.6577,-4.6387
-0.8276,-0.0793,-0.6387,5.1880,133.9722,-9.3384
-0.8069,-0.0106,-0.8127,5.6152,138.6719,-11.2915
-0.8069,0.0535,-0.9011,13.6108,148.0103,-8.3008
-0.8112,0.0808,-0.8573,4.3945,158.8135,-1.4038
-0.8175,0.0453,-0.8093,-6.7749,159.8511,3.4180
-0.8079,-0.0179,-0.7323,-11.4136,160.0952,12.4512
-0.7567,-0.1129,-0.6974,-11.7187,153.3813,13.2446
-0.6892,-0.0071,-0.7882,-11.8408,149.2310,6.3477
-0.6469,0.0756,-0.8292,-12.6953,147.7051,8.7891
-0.6027,0.0956,-0.9250,-13.1836,148.1323,14.2212
-0.5892,0.0493,-1.0428,-12.3291,154.4800,18.4937
-0.5623,0.0018,-1.2506,11.0474,177.1851,25.5127
-0.5778,-0.0553,-1.2180,26.9165,194.3970,22.8882
-0.5959,-0.1066,-1.0544,36.8042,203.3081,22.5830
-0.4998,-0.0538,-0.7855,37.1704,194.7021,11.4136
-0.4183,0.0333,-0.8516,37.1094,185.9741,11.3525
-0.3760,0.0741,-0.9453,24.7803,185.9131,14.2212
-0.3502,0.0594,-0.9279,20.3247,185.6689,20.4468
-0.2632,-0.0697,-0.9073,17.8223,181.7017,19.8975
-0.2252,-0.1327,-0.9591,9.5215,179.1382,16.4795
-0.1876,-0.1531,-0.9946,3.0518,182.5562,8.2397
-0.1747,-0.1337,-0.9714,1.2817,183.0444,4.5166
-0.1127,-0.2184,-0.9380,6.4697,183.5937,-4.6997
-0.0649,-0.1080,-0.8627,14.1602,182.0068,-9.6436
0.0029,0.0244,-0.8335,19.7754,177.2461,-7.9346
0.0547,0.0654,-0.8689,13.9771,173.8892,-2.4414
0.1090,-0.2428,-0.8781,11.0474,167.3584,-7.9956
0.1174,-0.2015,-0.9021,7.5684,169.6777,-17.2729
0.1217,-0.0887,-0.8956,-1.0376,169.4336,-15.1978
0.2245,-0.1058,-0.7561,-4.5166,163.2690,-10.8643
0.2860,-0.1084,-0.7078,-0.6714,153.8086,-13.7329
0.3311,-0.1156,-0.7448,4.0894,146.1182,-20.2026
0.3488,-0.1405,-0.8485,11.1084,142.9443,-24.1089
0.3589,-0.1876,-0.9952,6.3477,156.5552,-35.5835
0.3707,-0.0929,-0.9424,-0.4272,161.3159,-36.9263
0.4111,-0.0663,-0.9260,-1.2207,164.9170,-33.5083
0.4667,-0.0731,-0.8973,-4.6387,170.8374,-38.7573
0.4999,-0.0454,-0.8812,1.4038,177.6733,-36.2549
0.4989,0.0190,-0.7075,-5.5542,180.1758,-33.5083
0.5232,0.1136,-0.4514,-9.6436,162.9639,-21.9116
0.6019,0.0746,-0.3617,-7.7515,142.0288,-11.7798
0.6763,0.0118,-0.6094,-7.9346,116.4551,-13.7939
0.6771,-0.0680,-0.7556,-6.0425,118.2251,-16.4795
0.6743,-0.1194,-0.7917,0.6714,124.8169,-21.1182
0.7157,0.0420,-0.4784,-14.5874,127.9297,-32.7148
0.7372,0.1229,-0.2812,-21.5454,114.0137,-26.3672
0.7770,0.1427,-0.2345,-12.4512,100.2197,-18.0054
0.7898,0.1488,-0.3055,-10.3760,88.1958,-13.6719
0.7939,0.0364,-0.5909,-5.4932,84.5947,-9.8877
0.8037,0.0718,-0.6123,0.0610,89.2334,-11.5356
0.8104,0.0959,-0.5272,-4.2114,92.8955,-12.2070
0.8245,0.0555,-0.4640,-6.5918,88.5620,-11.5967
0.8264,0.1178,-0.4982,2.8687,84.1064,-6.1646
0.8262,0.0963,-0.5736,5.0049,86.3037,-2.2583
0.8301,0.0714,-0.5490,6.5308,91.7969,-1.8921
0.8429,0.0879,-0.4254,12.5122,91.7969,2.2583
0.8711,0.0552,-0.2158,15.1367,77.6978,6.8359
0.8696,-0.0084,-0.2133,12.7563,68.9697,7.3242
0.8701,-0.0657,-0.2594,4.3945,63.1714,1.8921
0.8811,0.0356,-0.1899,-9.0332,58.4106,-0.1831
0.9064,0.0151,-0.1324,-10.4980,51.2085,0.2441
0.9078,0.0042,-0.1641,-5.9814,45.8984,-1.0986
0.9030,0.0073,-0.1698,-0.0610,44.0063,-2.0752
0.9067,0.0933,-0.0486,5.0659,31.7993,1.7700
0.9139,0.1055,-0.0294,6.4087,23.6206,5.7373
0.9120,0.0818,-0.0919,9.3994,16.8457,6.4087
0.9091,0.0337,-0.1769,7.7515,14.0381,6.6528
0.9263,-0.0570,-0.3153,-0.4272,15.1367,-0.6104
0.9374,-0.0675,-0.3428,-0.5493,18.7378,-4.6387
0.9520,-0.0217,-0.2875,-0.9766,20.2637,-7.0801
0.9797,0.0649,-0.2183,2.5024,13.6108,-3.7231
0.9669,0.1160,-0.2051,6.4087,12.1460,0.5493
0.9636,0.1155,-0.1934,9.9487,6.9580,8.1177
0.9674,0.0612,-0.2195,10.7422,3.9673,10.8643
0.9677,-0.0490,-0.2584,7.6904,-1.0986,9.6436
0.9629,-0.1108,-0.3389,4.6997,2.5024,3.6621
0.9609,-0.1256,-0.3499,-0.7935,6.7139,-3.2349
0.9619,-0.0416,-0.2280,-1.7090,10.0708,-10.9253
0.9652,0.0530,-0.1626,-1.8311,5.0659,-8.1177
0.9719,0.1089,-0.1281,0.0610,0.4272,-4.0894
0.9711,0.1243,-0.1128,3.6011,-6.1035,0.9766
0.9554,0.0178,-0.2872,-1.0986,-12.5122,2.0752
0.9565,-0.0063,-0.3738,-1.7090,-8.1787,-0.6714
0.9613,-0.0115,-0.3796,-0.1831,-1.4648,-3.4180
0.9668,0.0033,-0.3040,1.2207,1.7700,-5.4321
0.9717,0.0320,-0.2201,3.6621,-2.3804,-4.0894
0.9670,0.0310,-0.2107,1.0376,-5.2490,-3.4790
0.9583,0.0344,-0.2091,1.7700,-8.7280,-1.4648
0.9557,0.0269,-0.2220,3.7231,-11.5356,0.9766
0.9598,0.0328,-0.2719,-4.8828,-15.0146,-0.7324
0.9584,0.0304,-0.3182,-5.1270,-13.5498,-2.0752
0.9556,0.0298,-0.3323,-3.2349,-11.1084,-3.1738
0.9615,0.0378,-0.2635,1.7090,-9.0942,-3.8452
0.9540,0.0270,-0.2745,1.8921,-11.5967,-3.0518
0.9413,0.0151,-0.3437,2.1362,-10.4980,-3.7231
0.9374,0.0414,-0.3208,1.7090,-7.7515,-2.3193
0.9401,0.0634,-0.2048,-1.8921,-12.7563,-2.0142
0.9338,0.0802,-0.1943,-5.0049,-16.9678,-1.8921
0.9265,0.0936,-0.1993,-5.4321,-20.3857,-0.4272
0.9194,0.1053,-0.1619,-0.3662,-22.8271,2.9907
0.8920,-0.0110,-0.1459,6.5308,-32.5317,5.7983
0.8816,-0.0923,-0.1238,9.5215,-36.0718,3.7231
0.8705,-0.1260,-0.0834,13.8550,-42.1143,-0.9155
0.8451,-0.0366,-0.0669,9.0942,-50.3540,-5.1880
0.8420,0.0845,-0.0127,-3.0518,-73.0591,5.0049
0.8431,0.2042,0.1567,3.1738,-89.4775,14.1602
0.8291,0.3496,0.3849,6.1646,-116.4551,30.0903
0.7557,0.4489,0.6909,36.3770,-195.8618,65.1245
0.6602,0.2877,0.4617,51.6968,-239.0137,74.7681
0.5187,-0.2113,-0.4038,52.7344,-258.4839,69.9463
0.4154,-0.6379,-1.3478,47.3022,-225.1587,42.7246
0.5754,-0.3979,-0.9473,18.8599,-150.8179,8.9111
0.6400,-0.1108,-0.4736,16.5405,-164.3677,6.4697
0.6013,0.1847,-0.2679,13.4277,-186.7065,19.1040
0.5535,0.3250,-0.1671,10.0708,-211.9141,42.7856
0.4972,0.3644,-0.2205,22.9492,-260.2539,64.8193
0.3890,0.3411,-0.4376,31.6162,-276.7944,72.5708
0.2610,0.1625,-0.8724,33.5693,-279.6631,74.5239
0.1604,-0.1058,-1.4568,28.8086,-261.1694,72.8149
0.1326,-0.7430,-2.0225,12.5732,-162.9028,60.3638
0.2197,-0.7776,-1.6515,5.0049,-121.8262,38.4521
0.2750,-0.6172,-1.1115,1.7090,-114.3799,21.9116
0.2638,-0.4170,-0.4869,-7.3242,-150.0854,9.7656
0.2515,-0.2589,-0.3722,0.3052,-178.3447,5.1880
0.2277,0.1510,-0.4310,9.2163,-201.9043,5.6152
0.1771,0.5837,-0.6680,1.4648,-218.9941,23.1323
0.0280,-0.0168,-1.3300,-42.2363,-202.9419,49.1943
-0.0549,-0.3647,-1.5363,-24.7192,-181.3965,42.2363
-0.0868,-0.5942,-1.6902,-13.1836,-151.1230,36.8652
-0.0797,-0.4912,-1.3904,-26.6724,-101.6846,10.6812
-0.0934,-0.2849,-1.0850,-28.2593,-98.2666,7.9346
-0.0745,-0.1899,-0.8490,-31.3721,-105.4688,8.9722
-0.0648,-0.1388,-0.7307,-33.8745,-118.7134,4.1504
-0.1305,0.1599,-0.5767,-27.0996,-151.3062,14.0991
-0.1431,0.0817,-0.5416,-15.7471,-171.6919,18.7378
-0.1814,-0.0563,-0.7620,-0.6714,-188.2935,16.6626
-0.2267,-0.2378,-1.3046,-5.6152,-183.5327,13.6108
-0.3184,-0.3330,-1.6498,-58.4106,-111.4502,0.0610
-0.3372,-0.3516,-1.2759,-54.9316,-93.9941,-3.9673
-0.3527,-0.3853,-0.9111,-38.8184,-94.4824,-14.6484
-0.3774,-0.3140,-0.6387,-22.7051,-105.0415,-23.4375
-0.4202,0.1820,-0.2830,-3.1128,-152.1606,-25.6958
-0.4396,0.5245,-0.4017,7.1411,-183.0444,-13.6108
-0.4648,0.5519,-0.6232,9.7656,-197.8760,7.8735
-0.5812,-0.0029,-1.3278,9.7046,-191.5894,21.3623
-0.6349,-0.1749,-1.6417,-10.3149,-161.9263,22.3999
-0.6636,-0.2628,-1.6663,-27.1606,-126.9531,23.6816
-0.6680,-0.3077,-1.4060,-20.8130,-97.5342,19.4702
-0.6820,-0.1868,-0.8058,6.7139,-88.6230,10.3760
-0.6506,-0.1625,-0.6478,10.0708,-95.2759,6.4697
-0.6351,-0.1245,-0.5375,5.5542,-103.7598,-0.1221
-0.6404,-0.0457,-0.4518,1.3428,-115.5396,-5.6763
-0.6528,0.1980,-0.4969,8.0566,-138.4888,8.4839
-0.6727,0.1538,-0.5042,20.9961,-144.6533,17.3950
-0.7092,0.0907,-0.5165,29.5410,-151.7944,19.8975
-0.8179,-0.0645,-0.8562,16.6626,-156.7993,31.9214
-0.8370,-0.1742,-1.0850,-3.2959,-147.7051,32.8369
-0.8312,-0.2535,-1.1964,-10.6201,-125.0000,27.7100
-0.8494,-0.3004,-1.0875,4.3335,-102.0508,19.6533
-0.9041,-0.2723,-0.6077,15.4419,-90.5151,5.1880
-0.9015,-0.2610,-0.4340,13.6108,-96.8628,-4.5776
-0.9050,-0.1648,-0.3959,14.6484,-108.3374,-17.9443
-0.9192,0.0526,-0.5052,18.6768,-112.5488,-20.9351
-0.9277,0.1996,-0.6140,15.1367,-112.3047,-5.1880
-0.9402,0.1725,-0.6547,4.7607,-107.9712,5.6152
-0.9554,0.0862,-0.7206,-10.4980,-105.7739,12.7563
-0.9886,-0.0115,-0.8241,-23.8647,-99.4263,18.6768
-0.9886,-0.2073,-0.9249,-21.9116,-67.3218,12.5122
-0.9913,-0.2388,-0.7294,-16.4795,-53.2227,9.7046
-0.9642,-0.2729,-0.5168,-8.2397,-51.3916,1.4648
-0.9271,-0.1334,-0.3795,-6.4697,-53.5278,-17.9443
-0.9319,0.0123,-0.4453,-3.4790,-54.4434,-21.4844
-0.9423,0.1547,-0.5638,-2.2583,-50.5981,-16.0522
-0.9487,0.1868,-0.6284,-10.5591,-43.5791,-7.2021
-0.9657,0.0548,-0.7172,-28.0762,-26.5503,5.6152
-0.9708,-0.0337,-0.7261,-31.6162,-14.8926,6.9580
-0.9877,-0.0878,-0.6382,-28.9917,-2.6245,7.5073
-0.9890,-0.1456,-0.4382,-21.9116,3.3569,7.2632
-0.9423,-0.1663,-0.1086,-11.2915,-10.8032,-3.1738
-0.9114,-0.1334,-0.1528,-6.0425,-20.5688,-8.9111
-0.8965,-0.0784,-0.2776,-4.9438,-26.4282,-13.1226
-0.9156,0.0604,-0.5801,-9.1553,-21.6675,-11.3525
-0.9324,0.0764,-0.6511,-16.8457,-13.3667,-5.0659
-0.9673,0.0607,-0.6802,-24.2920,-3.6011,-0.4272
-0.9937,0.0321,-0.5895,-21.1182,9.1553,8.3008
-0.9750,-0.1091,-0.1727,-8.3618,10.3149,10.1318
-0.9347,-0.0852,-0.1510,-4.2114,0.5493,7.4463
-0.9097,-0.0447,-0.2034,0.7935,-4.3945,3.4790
-0.8964,-0.0322,-0.2311,0.4883,-9.8877,2.7466
-0.9066,-0.0242,-0.4418,-2.8687,-13.9160,0.1831
-0.9132,-0.0201,-0.5621,-4.4556,-7.3853,1.1597
-0.9252,-0.0110,-0.6266,-7.7515,2.0142,3.1128
-0.9575,-0.0336,-0.4174,-6.3477,19.2871,7.6294
-0.9609,-0.0481,-0.2063,-4.9438,14.8926,7.2632
-0.9409,-0.0643,-0.1141,-3.1128,4.6387,5.6152
-0.9222,-0.0756,-0.1638,-1.4038,-3.8452,1.4038
-0.9153,-0.0421,-0.3995,4.3335,-7.3242,-4.6387
-0.9242,0.0210,-0.4801,2.3804,-3.5400,-4.8828
-0.9391,0.0626,-0.5350,0.1831,1.6479,-0.1221
-0.9458,0.0344,-0.5198,-4.1504,8.2397,3.4790
-0.9578,-0.0269,-0.3842,-7.3242,13.1226,4.9438
-0.9543,-0.0533,-0.2974,-4.6997,11.5967,5.6763
-0.9404,-0.0800,-0.2354,-0.1221,7.2021,4.4556
-0.9313,-0.0725,-0.2078,3.8452,1.8311,0.7935
-0.9218,0.0010,-0.3119,9.3384,-7.7515,-1.7090
-0.9231,0.0122,-0.3793,5.5542,-8.3618,-1.8921
-0.9320,0.0114,-0.4687,0.8545,-7.6904,-0.4272
-0.9513,-0.0427,-0.5581,-4.3945,6.5308,0.5493
-0.9620,-0.0408,-0.4916,-4.0894,12.0239,0.1221
-0.9716,-0.0161,-0.3959,-2.1973,14.0991,-0.1831
-0.9733,0.0000,-0.2998,1.1597,12.5732,1.5869
-0.9379,-0.0237,-0.2833,2.1973,3.4180,0.9766
-0.9352,-0.0393,-0.3568,2.0752,0.8545,-1.8311
-0.9398,-0.0153,-0.4541,2.0142,2.3804,-3.8452
-0.9491,0.0122,-0.5475,-1.7090,6.7749,-3.7842
-0.9733,0.0227,-0.6871,-7.2021,25.0244,-0.8545
-0.9880,0.0095,-0.7034,-7.6294,37.2925,0.6714
-1.0001,-0.0020,-0.6890,-7.9346,48.7061,1.3428
-1.0137,0.0161,-0.6570,-3.8452,59.1431,3.1738
-1.0400,0.0491,-0.5829,-0.6714,75.0122,11.4746
-1.0288,0.0314,-0.5444,3.0518,78.1860,14.7095
-1.0103,0.0118,-0.5447,0.8545,79.5288,15.6860
-0.9550,-0.0211,-0.6964,-4.2114,86.1816,10.2539
-0.9298,-0.0042,-0.8501,-5.8594,97.3511,5.6763
-0.9027,0.0171,-1.0322,-9.0332,115.1733,2.9907
-0.9031,0.0411,-1.1670,-10.2539,140.4419,0.6104
-1.0244,0.0748,-0.9847,-7.9346,184.9976,8.8501
-1.0603,0.0082,-0.7256,-7.6904,190.2466,19.1040
-1.0103,-0.0885,-0.5232,-3.7842,188.9038,20.6909
-0.9381,-0.1364,-0.4109,-6.1035,182.0679,15.2588
-0.7815,-0.1085,-0.5547,-6.4697,160.7056,1.5259
-0.7354,-0.0608,-0.7881,-14.9536,162.1704,-7.0801
-0.7213,0.0111,-0.9600,-21.9727,169.1895,-8.7280
-0.7294,-0.0006,-1.0898,-30.2124,187.0117,-3.6621
-0.7351,-0.0146,-1.0682,-27.8320,196.0449,-1.2207
-0.7477,-0.0044,-1.0142,-20.3857,203.1860,0.0000
-0.7789,0.0903,-0.9122,-5.5542,204.9561,6.3477
-0.6899,0.0117,-0.8125,-1.0986,194.8853,22.2168
-0.6323,-0.0337,-0.8293,-4.0894,191.4673,18.9209
-0.5750,0.0012,-0.8597,-5.4321,187.4390,15.3198
-0.5267,0.1224,-0.8997,-2.1362,183.8379,13.9771
-0.4407,0.1643,-1.0925,6.3477,181.8237,30.1514
-0.4177,0.0725,-1.1985,10.1318,190.3076,30.3955
-0.3961,-0.0403,-1.2382,17.5171,200.8057,31.4941
-0.3782,-0.0953,-1.1799,23.9258,222.7783,6.7139
-0.3876,0.0555,-0.9866,19.6533,223.7549,7.3242
-0.3481,0.0759,-0.7787,12.0850,213.8672,13.7939
-0.2544,0.0626,-0.5955,4.6387,198.2422,16.5405
-0.0317,0.1167,-0.6189,-8.3618,157.4707,19.0430
0.0248,0.1144,-0.7931,-12.5732,144.7754,21.2402
0.0630,0.0024,-0.9851,-11.2305,141.7847,23.1934
0.0980,-0.1622,-1.0966,-9.3384,148.8647,13.4277
0.0756,-0.0861,-1.2649,3.4790,171.0815,-8.3618
0.0334,-0.0231,-1.1530,0.2441,182.8003,-9.5215
0.0929,-0.0259,-0.8757,1.9531,182.3730,-7.7515
0.2209,0.1204,-0.5078,2.4414,151.4893,-4.6997
0.2888,0.1024,-0.5096,-1.7090,131.8970,-0.7935
0.3252,0.0653,-0.6311,-5.4321,116.0278,-2.3193
0.3396,-0.0167,-0.8518,-9.4604,109.9243,-2.2583
0.3601,-0.1498,-1.1572,0.9155,132.5073,-20.6299
0.3588,-0.0953,-1.1156,10.1318,145.3857,-25.6348
0.3525,-0.0282,-1.0070,13.3057,154.5410,-29.5410
0.3488,0.0997,-0.8069,11.0474,155.5176,-28.4424
0.4418,0.0442,-0.5842,9.0332,134.9487,-12.4512
0.4810,0.0643,-0.6133,20.5688,129.5166,-13.3057
0.4996,0.0789,-0.6825,16.1743,123.7793,-11.7798
0.5211,0.0455,-0.7703,7.7515,123.5962,-13.6719
0.5516,0.0057,-0.8054,4.3945,131.8970,-18.9209
0.5508,0.0118,-0.8634,7.4463,140.4419,-21.8506
0.5558,0.0417,-0.7832,5.4932,150.6348,-22.9492
0.6061,0.1165,-0.4998,15.2588,146.7285,-20.9961
0.6353,0.1855,-0.4094,14.3433,138.9771,-19.9585
0.6653,0.1882,-0.4032,11.4136,128.2959,-15.9302
0.6841,0.1726,-0.4491,16.0522,124.0845,-12.8174
0.7180,0.1322,-0.4731,10.2539,114.5630,-6.2256
0.7319,0.0677,-0.4971,0.3052,115.1733,-10.3149
0.7526,0.0143,-0.4924,-2.6855,116.0889,-13.6719
0.7659,0.0004,-0.5133,-2.9907,118.5303,-20.3857
0.7767,0.0691,-0.3759,1.3428,120.6665,-15.5640
0.8079,0.1357,-0.2458,0.2441,114.5020,-10.4980
0.8389,0.1603,-0.1678,1.2207,103.1494,-6.1646
0.8611,0.1385,-0.1628,-1.2207,91.1255,-4.1504
0.8765,0.1187,-0.2603,1.4038,78.1250,-0.5493
0.8966,0.1146,-0.2533,-1.8311,74.4019,0.0610
0.9092,0.1199,-0.1942,0.3662,71.1060,0.5493
0.9111,0.0775,-0.0959,4.3945,50.2319,7.6294
0.9270,0.0259,-0.1045,8.7280,39.9170,7.7515
0.9493,0.0126,-0.0763,6.5918,30.7007,4.3945
0.9581,0.0433,-0.0726,3.5400,21.0571,0.1831
0.9440,0.1002,-0.1621,0.2441,7.0801,-0.4272
0.9349,0.0907,-0.2478,-1.4038,6.4087,-1.3428
0.9288,0.0825,-0.2690,-2.5024,5.1270,-0.4272
0.9481,0.0424,-0.2487,2.3804,-1.0986,-2.7466
0.9465,0.0917,-0.2958,4.9438,-4.5166,-5.1880
0.9421,0.1266,-0.3292,9.3994,-4.0283,-2.5024
0.9464,0.1180,-0.3132,12.0239,-5.8594,-0.3662
0.9513,0.0469,-0.4756,1.8311,-2.8687,-4.8218
0.9546,0.0629,-0.4854,3.3569,2.9297,-7.3242
0.9547,0.0969,-0.4432,4.7607,8.1177,-7.6294
0.9548,0.1106,-0.3788,3.2959,9.5215,-7.7515
0.9464,0.1498,-0.2139,2.1973,5.3711,-4.2114
0.9496,0.1483,-0.1786,0.9766,-3.1738,-1.2207
0.9412,0.1432,-0.2185,0.5493,-8.3618,0.6104
0.9304,0.0959,-0.3053,0.6104,-11.2915,2.6245
0.9286,0.0308,-0.4661,4.1504,1.9531,-1.4038
0.9418,0.0409,-0.3601,6.8970,5.6152,-2.6855
0.9465,0.0460,-0.3160,5.9204,4.5776,-5.1270
0.9368,0.1050,-0.3193,5.3101,5.3101,-6.7139
0.9454,0.1238,-0.2507,4.3335,3.0518,-4.0283
0.9569,0.1335,-0.1880,0.0610,-2.5024,-1.4038
0.9562,0.1388,-0.1970,-2.2583,-9.0332,-0.3052
0.9319,0.0972,-0.3274,-3.7231,-12.7563,4.3335
0.9266,0.0344,-0.4270,-5.3711,-9.9487,2.4414
0.9257,0.0009,-0.4924,-4.8828,-2.2583,-1.2817
0.9320,0.0065,-0.4426,-1.7700,5.1880,-4.2725
0.9413,0.0864,-0.2705,5.3101,5.9814,-4.9438
0.9409,0.1046,-0.1968,7.5073,0.7324,-2.6245
0.9379,0.1268,-0.1754,9.7046,-5.4932,0.4272
0.9348,0.1284,-0.1785,10.2539,-10.1929,3.4180
0.9199,0.0337,-0.3593,-1.0986,-14.7705,2.1362
0.9211,-0.0023,-0.4756,-0.2441,-7.8125,-1.2817
0.9285,0.0138,-0.4592,1.1597,-0.2441,-5.0049
0.9491,0.1067,-0.2468,0.0000,-1.6479,-6.2256
0.9456,0.1394,-0.2065,0.7935,-6.7139,-4.5776
0.9363,0.1555,-0.2186,-1.4038,-12.1460,-1.8921
0.9349,0.1525,-0.2482,-0.4272,-15.3198,1.2207
0.9246,0.0812,-0.3182,0.9766,-18.1885,3.2349
0.9189,0.0433,-0.3464,0.6714,-17.3950,1.9531
0.9135,0.0240,-0.3252,2.0752,-16.7847,0.0000
0.9067,0.0310,-0.2698,3.9673,-18.3716,-1.8921
0.9001,0.0298,-0.1550,10.3760,-30.0903,-2.1973
0.8854,0.0657,-0.0828,14.1602,-39.4287,-2.3804
0.8695,0.1405,0.0525,15.0146,-54.5654,3.2959
0.8579,0.1849,0.1780,20.5078,-77.6367,13.4277
0.8135,0.3131,0.2556,16.4185,-131.2256,28.8696
0.7740,0.3256,0.1667,9.0942,-157.8369,35.7666
0.7168,0.2655,-0.0387,-1.7090,-176.9409,38.6963
0.6560,-0.0171,-0.5222,13.7329,-184.6924,36.0107
0.6428,-0.0995,-0.6514,22.7661,-176.3306,29.9683
0.6530,-0.1681,-0.5614,25.1465,-168.0298,23.8647
0.6566,-0.2355,-0.3434,34.7290,-173.8892,16.2354
0.5934,-0.2157,-0.1042,66.8945,-211.1206,-0.5493
0.5359,-0.0710,-0.0947,71.7773,-236.4502,-7.3242
0.4120,0.2368,-0.2512,65.3076,-260.0708,-7.6904
0.2800,0.5742,-0.4991,47.2412,-276.1841,17.7002
0.1868,0.5101,-0.7787,16.7847,-283.2642,82.2144
0.1342,0.2338,-0.8070,24.5361,-281.0669,98.6938
0.0742,-0.0529,-0.8481,40.9546,-280.0903,99.7925
0.0201,-0.2782,-0.9561,50.9644,-276.7334,89.4165
-0.0205,-0.4486,-1.1582,52.9175,-261.9019,58.3496
-0.0453,-0.4644,-1.3817,45.4102,-250.8545,42.8467
-0.0656,-0.4053,-1.5406,22.5830,-227.4780,33.3862
-0.0676,-0.2318,-1.3379,-30.3955,-188.2935,22.8271
-0.1146,-0.0516,-1.1643,-45.8374,-181.2134,30.5786
-0.1162,-0.0623,-1.0214,-44.4946,-180.6641,42.1143
-0.1313,-0.0986,-0.9601,-31.4331,-185.3638,40.4053
-0.1792,-0.2057,-0.9891,-12.3291,-192.0776,35.8276
-0.2036,-0.2750,-1.1504,-5.0659,-188.9648,23.7427
-0.2120,-0.2592,-1.2823,-10.7422,-175.3540,11.9629
-0.2216,-0.2056,-1.3445,-24.1699,-159.6069,4.6387
-0.3044,-0.1301,-1.1871,-37.1704,-136.1084,6.1646
-0.3218,-0.2170,-1.0190,-41.0767,-132.8125,6.7139
-0.3481,-0.2882,-0.8567,-38.8184,-137.8784,-3.3569
-0.3888,-0.2345,-0.7526,-31.6772,-147.2168,-12.8784
-0.3997,-0.1379,-0.6782,-17.2729,-170.1660,-27.2217
-0.4318,-0.0336,-0.8667,-20.5078,-177.7344,-38.3911
-0.5027,0.0530,-1.0875,-26.6724,-172.5464,-38.7573
-0.6178,0.1096,-1.0981,-22.0337,-150.6348,-15.4419
-0.6387,0.0448,-1.0258,-12.2070,-145.7520,-2.9297
-0.6539,-0.0179,-0.9611,0.7324,-142.4561,-1.5259
-0.6901,0.0328,-0.9021,10.6812,-142.2729,0.1221
-0.7280,0.0027,-0.7614,7.5073,-148.0713,10.0098
-0.7242,-0.0431,-0.7256,18.1274,-151.9165,7.8735
-0.7220,-0.0094,-0.7322,30.3345,-154.6631,5.0049
-0.7368,0.0448,-0.7501,30.3345,-155.3345,4.9438
-0.7854,0.0630,-0.9059,21.3013,-151.4893,14.2822
-0.7999,-0.0205,-0.9531,13.2446,-143.6768,20.2026
-0.8221,-0.1360,-0.9841,6.6528,-134.9487,18.9209
-0.8591,-0.1836,-0.9802,2.1362,-125.0000,15.3809
-0.8959,-0.1417,-0.7733,11.7798,-105.7739,13.3667
-0.8870,-0.1285,-0.5828,24.0479,-105.9570,13.4888
-0.8595,-0.1191,-0.4596,25.2075,-113.2813,12.2070
-0.8517,-0.0212,-0.5336,19.2871,-118.3472,3.0518
-0.8701,0.0138,-0.5275,13.6108,-118.1641,6.8970
-0.8849,-0.0077,-0.4773,5.1880,-120.3613,10.0098
-0.9041,-0.0552,-0.3750,-2.6245,-124.5117,13.1836
-0.8966,-0.2028,-0.3535,-3.3569,-136.9629,3.4790
-0.9215,-0.1876,-0.3450,-10.6201,-143.6157,-6.3477
-0.9602,-0.1370,-0.4821,-16.2354,-148.0713,-10.3760
-0.9888,-0.1246,-0.6925,-23.6206,-141.5405,-12.7563
-1.0203,-0.0825,-0.8663,-21.4233,-104.2480,-21.0571
-1.0380,-0.0454,-0.7291,-15.3198,-86.4258,-16.5405
-1.0325,0.0001,-0.5210,-13.7329,-78.4912,-12.2070
-1.0177,0.0533,-0.3271,-11.5967,-77.2705,-7.4463
-0.9614,0.0160,-0.2257,-12.3291,-85.2661,4.6997
-0.9498,-0.0387,-0.2997,-3.8452,-82.0923,3.7842
-0.9614,-0.0780,-0.3254,-1.3428,-78.5522,0.1831
-1.0068,-0.0863,-0.5049,-7.6294,-68.1763,-4.1504
-0.9987,-0.1078,-0.6154,-12.5732,-56.3965,-4.8828
