aX,aY,aZ,gX,gY,gZ
-1.2622,-0.0129,-0.0975,11.2305,254.4556,-17.2119
-1.0900,-0.0150,-0.0937,8.4229,239.8682,-18.6768
-0.9556,-0.0347,-0.2356,6.2866,229.0649,-21.4844
-0.7693,-0.0320,-0.8269,5.4321,233.9478,-32.5928
-0.7345,-0.0254,-1.1201,12.6343,255.7983,-30.8228
-0.7554,-0.0010,-1.3091,21.0571,284.7900,-30.7617
-0.9049,0.0585,-1.1248,6.2866,321.2280,-8.9111
-1.0615,-0.0222,-0.8561,-4.6997,322.2656,-0.7935
-1.1255,-0.0364,-0.4335,-0.9155,301.6357,4.6997
-0.9308,-0.0762,-0.2389,8.6670,262.7563,17.9443
-0.4843,-0.2570,-0.6299,20.6909,226.8677,-4.9438
-0.3656,-0.2148,-0.8947,19.3481,226.0742,-20.2637
-0.2913,-0.1222,-1.1268,19.5923,237.4878,-29.6631
-0.2186,-0.0714,-1.2686,17.4561,260.6812,-29.6021
-0.3562,-0.0402,-1.1880,12.5732,301.5137,-31.0059
-0.4490,-0.0369,-0.8724,14.0991,286.7432,-11.9629
-0.3843,-0.0765,-0.5684,13.2446,268.2495,-6.8970
-0.2239,-0.0864,-0.4497,6.3477,239.5630,-7.5073
0.0116,-0.0347,-0.6569,2.1362,201.6602,-13.2446
0.1044,0.0016,-0.7428,4.5776,191.8335,-9.0942
0.1764,-0.1031,-0.9628,-3.6011,187.8662,-9.0942
0.2067,-0.1588,-1.1006,-17.7612,217.9565,-24.2310
0.2042,-0.1705,-0.9596,-23.1323,222.2290,-24.2310
0.2191,-0.1304,-0.7814,-22.9492,220.2759,-23.4375
0.2743,-0.0197,-0.5499,-22.5830,206.6040,-13.9160
0.4133,-0.0361,-0.6093,-24.1699,171.2646,-1.2817
0.4403,-0.0770,-0.7070,-20.2637,166.9312,2.4414
0.4678,-0.0869,-0.6600,-13.5498,167.2363,1.0986
0.5204,-0.0406,-0.6224,-12.5732,156.9824,2.0752
0.5295,-0.0771,-0.8201,-18.9819,148.4375,3.9062
0.4989,-0.0605,-0.7256,-16.4795,150.3296,-3.9062
0.5687,-0.0563,-0.7332,-20.1416,141.4795,-5.3101
0.6024,-0.0833,-0.7468,-13.3667,143.3105,-11.3525
0.6464,0.0380,-0.4528,-0.1221,121.9482,-8.6670
0.7200,-0.0110,-0.5302,-3.5400,110.9009,-5.3101
0.7576,-0.0160,-0.5897,-0.6714,111.8164,-6.5308
0.7579,-0.0292,-0.6432,-3.6011,111.6943,6.7139
0.7645,-0.0474,-0.7157,2.3193,118.5303,4.4556
0.7603,0.0250,-0.6073,3.0518,124.8779,4.3335
0.7720,0.0251,-0.4785,-4.1504,119.2017,8.5449
0.7993,0.0250,-0.4568,-16.2354,108.8257,3.7231
0.7896,0.0602,-0.3124,-9.8877,95.8862,8.6670
0.8162,0.0020,-0.3591,-10.1318,82.2754,11.9019
0.8441,0.0234,-0.3776,-2.2583,83.6182,9.5825
0.8507,0.0044,-0.2986,-2.4414,78.7964,9.2163
0.8577,-0.0349,-0.2981,-1.5259,74.8901,7.3242
0.8568,-0.0612,-0.3287,-2.5635,72.2656,6.0425
0.8687,-0.0189,-0.2328,-5.4932,67.5659,5.8594
0.8693,-0.0122,-0.2137,-5.7983,59.8755,8.2397
0.8721,-0.0165,-0.2321,-8.7280,55.0537,9.5215
0.8870,-0.0398,-0.2015,-6.5918,48.9502,10.4370
0.8949,-0.0490,-0.2378,-8.4229,37.0483,3.4180
0.8910,-0.0458,-0.2827,-7.9956,35.3394,2.8687
0.8870,-0.0100,-0.2441,-7.5684,35.2173,1.1597
0.8956,0.0093,-0.1466,-5.9814,27.7710,4.3335
0.9083,-0.0239,-0.2102,-5.0659,12.6343,-1.0986
0.9086,-0.0063,-0.2825,-3.7231,10.1318,-1.2817
0.9131,-0.0040,-0.3556,-2.0142,11.8408,0.0610
0.9104,-0.0094,-0.3328,-1.8921,16.7847,3.4180
0.9139,-0.0499,-0.3158,-2.5635,15.8081,4.5166
0.9270,-0.0590,-0.3081,-1.0986,15.2588,3.5400
0.9353,-0.0389,-0.2480,-1.4648,13.6108,2.3804
0.9406,0.0137,-0.1943,2.4414,4.4556,2.8076
0.9348,0.0349,-0.2063,3.7231,0.7324,4.8828
0.9346,0.0281,-0.2258,2.0142,-2.7466,6.5918
0.9382,-0.0193,-0.3514,-2.5635,-4.8828,8.3618
0.9430,-0.0592,-0.4343,-4.0283,10.8643,4.3335
0.9478,-0.0708,-0.3177,-5.2490,11.0474,2.6245
0.9443,-0.0732,-0.2446,-4.2725,9.1553,2.1362
0.9446,-0.0712,-0.1976,0.4272,4.6387,4.2725
0.9417,-0.0685,-0.1649,2.9297,-4.7607,1.8921
0.9470,-0.0573,-0.1801,2.1362,-9.2773,1.0376
0.9456,-0.0549,-0.2329,2.1973,-10.6812,-0.1221
0.9303,-0.0975,-0.3292,1.9531,-6.4697,1.0986
0.9323,-0.1057,-0.3593,-2.3193,-4.2725,-1.4648
0.9397,-0.0848,-0.3691,-3.4180,-0.1221,-4.3945
0.9413,-0.0449,-0.2988,-4.3335,1.4648,-5.6763
0.9436,-0.0237,-0.2001,-0.6714,-6.4087,-3.2959
0.9396,-0.0189,-0.2128,-0.0610,-10.1318,-1.6479
0.9341,-0.0322,-0.2321,2.6855,-12.6953,2.3193
0.9333,-0.0670,-0.2806,4.0283,-14.2212,3.9062
0.9330,-0.0969,-0.2924,0.9766,-9.6436,1.7700
0.9202,-0.1335,-0.1737,1.4648,-10.7422,-0.6714
0.8964,-0.1576,-0.0505,1.8921,-18.6768,-4.9438
0.8739,-0.1686,0.0441,1.0986,-29.0527,-8.9111
0.8363,-0.1504,0.1592,-0.4883,-61.8896,-15.2588
0.8215,-0.1079,0.1335,-0.3052,-76.7822,-20.6299
0.8096,0.0222,0.2324,4.0283,-94.4824,-23.8647
0.7335,0.2157,0.7277,24.9023,-160.0342,-9.7656
0.6276,0.2410,0.8229,36.4380,-210.5103,2.1973
0.4869,0.1199,0.5099,42.2363,-260.7422,15.8081
0.3890,-0.0784,-0.2677,45.2271,-290.8325,23.1323
0.4120,-0.0829,-0.8860,32.7759,-261.3525,24.5361
0.4515,-0.1542,-0.9417,26.7944,-254.7607,18.7988
0.4602,-0.1844,-1.0194,19.0430,-240.4175,7.6904
0.4425,-0.1339,-0.9587,5.5542,-231.9946,0.5493
0.3831,-0.0714,-0.4636,-2.1362,-245.1782,-6.2866
0.3063,-0.0616,-0.2592,17.4561,-268.5547,-5.8594
0.1570,-0.1073,-0.1439,45.2271,-296.8140,-4.2725
0.0369,-0.1720,-0.3751,73.2422,-333.8013,-12.7563
-0.0558,-0.2374,-1.6033,89.9048,-330.3223,-27.7710
-0.1401,0.0312,-1.6390,55.9082,-283.2031,-20.2637
-0.1674,-0.0635,-1.1895,22.6440,-253.1738,23.3765
-0.2512,-0.1051,-0.7279,10.7422,-291.5649,11.8408
-0.3158,-0.2167,-0.7240,29.8462,-305.4810,31.1890
-0.3174,-0.3770,-0.8368,46.2036,-309.2651,23.1934
-0.3448,-0.4220,-1.1843,60.4248,-308.0444,7.6904
-0.2981,-0.2150,-2.2646,25.5737,-238.8306,-5.0659
-0.3265,-0.0087,-2.1810,-7.8735,-181.1523,0.8545
-0.4175,0.0922,-1.7509,-22.9492,-152.0996,25.1465
-0.4790,-0.0453,-1.3027,-33.6914,-144.7144,38.2690
-0.4331,-0.2544,-0.7183,-33.0200,-159.4238,31.6162
-0.4341,-0.3215,-0.6519,-14.5264,-173.4619,26.6724
-0.4250,-0.3347,-0.6274,2.8687,-179.9316,17.0898
-0.4224,-0.3201,-0.8159,13.0615,-186.2793,9.0942
-0.3809,-0.1957,-1.7656,-17.7612,-146.8506,-7.2632
-0.4178,-0.0214,-1.7623,-31.7993,-111.6943,-1.5259
-0.4683,0.0822,-1.4874,-38.2690,-86.2427,19.5313
-0.6289,-0.0074,-0.7383,-61.3403,-90.0879,38.7573
-0.6639,-0.0691,-0.5658,-59.6313,-105.7129,41.6870
-0.6431,-0.1516,-0.5155,-48.5229,-122.7417,42.8467
-0.5879,-0.2209,-0.5468,-38.6963,-131.4697,32.7759
-0.5510,-0.1227,-0.5963,-4.8218,-137.3901,9.4604
-0.5522,-0.0662,-0.7179,1.3428,-139.8926,4.4556
-0.6232,-0.0182,-0.9152,-6.8970,-136.9629,4.5166
-0.6935,0.0067,-1.0607,-19.5923,-127.8076,5.6152
-0.7616,0.0791,-0.9023,-25.1465,-111.0229,21.4233
-0.8075,0.0559,-0.6799,-19.4702,-116.6992,36.4380
-0.8311,-0.0050,-0.5552,-17.8223,-125.4272,40.0391
-0.8411,-0.0284,-0.5063,-18.1274,-131.2866,35.8276
-0.8029,-0.0348,-0.6763,-8.7280,-131.8359,19.5923
-0.8101,-0.0281,-0.7555,-7.1411,-126.5869,15.0146
-0.8109,-0.0286,-0.8313,-5.2490,-119.9341,14.9536
-0.8728,-0.0232,-0.8257,-6.4087,-100.7690,10.5591
-0.8943,-0.0057,-0.7224,-5.6763,-94.4824,11.4746
-0.9183,-0.0095,-0.5874,-4.3335,-91.7969,11.5967
-0.9434,-0.0170,-0.4536,-1.7700,-94.2383,10.5591
-0.9520,-0.0623,-0.2966,2.1362,-108.0933,11.4746
-0.9426,-0.0604,-0.3135,9.3384,-114.3188,10.3760
-0.9473,-0.0223,-0.3484,11.9019,-116.6382,7.8735
-0.9465,-0.0071,-0.3955,8.6670,-118.8354,6.7139
-0.9708,-0.0474,-0.5417,-1.8311,-115.1733,-2.3193
-0.9777,-0.0720,-0.5485,-0.9766,-111.3281,-4.5776
-1.0018,-0.0696,-0.4772,-2.2583,-107.7271,-12.4512
-1.0276,-0.0366,-0.3237,-8.7891,-111.5112,-18.7378
-1.0441,-0.0193,-0.2263,-32.1655,-135.8643,-21.7896
-1.0322,0.0199,-0.2964,-16.3574,-119.2017,-8.3618
-1.0269,-0.0864,-0.2633,-0.4883,-109.9854,-1.6479
-1.0291,0.0424,-0.3018,15.9302,-107.2388,-13.4277
-1.0311,0.0862,-0.3925,10.0708,-103.8208,-8.7280
-1.0529,0.1090,-0.4617,7.0801,-96.4966,-4.8218
-1.0552,0.1263,-0.4730,6.4697,-86.6699,3.7231
-1.0226,0.0830,-0.3795,5.9814,-66.7114,12.4512
-1.0247,0.0532,-0.2913,6.5308,-62.6221,16.7847
-1.0107,-0.0060,-0.2485,10.4370,-59.5703,14.8926
-0.9944,0.0001,-0.2015,12.8174,-53.5278,10.7422
-0.9818,-0.0675,-0.1560,9.2773,-52.2461,5.3101
-0.9869,-0.0712,-0.2023,8.6060,-46.0815,-1.7700
-0.9999,-0.0382,-0.2352,8.6670,-40.5273,-5.3711
-1.0126,-0.0027,-0.2928,7.6904,-31.7383,-2.8687
-1.0177,0.0264,-0.2546,5.1270,-12.2681,0.9766
-1.0282,0.0570,-0.1714,2.8687,-7.0190,3.6011
-1.0317,0.0704,-0.0818,3.4180,-5.6763,6.4697
-1.0281,-0.0010,0.0051,-2.3804,-10.8032,11.1694
-1.0209,-0.0405,-0.0121,3.2349,-12.2681,9.5825
-1.0099,-0.0365,-0.0354,5.6763,-12.4512,8.1787
-1.0044,-0.0229,-0.0923,4.8218,-12.0850,5.8594
-1.0032,-0.0070,-0.2124,2.4414,-2.0752,3.9062
-1.0221,-0.0188,-0.1949,-1.8921,3.2959,2.0752
-1.0358,-0.0282,-0.1274,-0.1221,6.2866,0.2441
-1.0393,-0.0166,-0.0237,0.6104,6.5918,-0.3662
-1.0210,-0.0137,0.0598,2.4414,-0.3052,-2.5024
-1.0198,0.0282,0.0317,4.0283,-2.7466,-2.1973
-1.0177,0.0409,-0.0094,3.8452,-5.0049,-0.4272
-1.0110,0.0256,-0.1525,-0.9766,-3.1128,2.1362
-1.0150,0.0131,-0.2180,-3.1128,2.0752,0.9766
-1.0184,0.0288,-0.2366,-4.3335,9.5215,0.9155
-1.0383,0.0254,-0.1907,-5.9814,15.3809,3.3569
-1.0397,-0.0635,0.0664,-3.2959,13.4888,2.0142
-1.0177,-0.0782,0.1007,-1.5869,8.6670,-3.6621
-1.0099,-0.0231,0.0481,1.5869,4.9438,-8.3618
-1.0219,0.0582,-0.2267,-1.4038,7.1411,-4.1504
-1.0380,0.0481,-0.3591,-4.6997,17.7612,-3.2959
-1.0558,0.0684,-0.4478,-9.9487,31.7383,0.0610
-1.0745,0.0895,-0.5372,-18.7988,47.9736,4.2114
-1.1288,0.1117,-0.5897,-22.2168,87.4634,13.0005
-1.1769,0.1233,-0.4156,-14.4043,102.7832,21.3623
-1.1962,0.0734,-0.1714,-5.0049,108.2153,25.3296
-1.1421,-0.0090,-0.0155,9.5215,105.0415,25.0854
-1.0150,-0.1056,-0.0575,22.3999,99.9146,-0.3662
-0.9965,-0.0780,-0.2585,11.7798,98.3276,-11.4136
-0.9534,-0.0277,-0.5712,4.0894,111.6943,-20.6909
-0.9567,0.1151,-1.0056,-8.1177,166.7480,-26.1841
-1.0988,0.1844,-0.9789,-7.9346,194.1528,-15.3809
-1.2328,0.1786,-0.7513,0.4272,207.8247,12.8174
-1.2743,0.0504,-0.4590,3.3569,209.5337,23.5596
-1.1238,-0.0660,-0.1282,8.4839,193.7256,7.7515
-1.0313,-0.0990,-0.2008,4.5776,186.3403,-3.7231
-0.9833,-0.1122,-0.4539,7.2632,185.6689,-18.7378
-0.9349,-0.0865,-0.7980,9.0332,197.7539,-30.5176
-0.9205,0.0333,-1.3534,24.8413,258.0566,-34.9731
-1.0244,0.0767,-1.3413,21.9116,295.2881,-27.8320
-1.1581,0.1838,-1.1454,21.4233,308.3496,-16.0522
-1.2606,0.2296,-0.7876,23.3154,311.1572,22.4609
-1.0525,-0.0742,-0.2823,16.3574,268.3716,22.8882
-0.8701,-0.0410,-0.3136,13.4888,245.0562,7.6294
-0.7119,-0.0895,-0.5056,3.8452,228.4546,3.4180
-0.5271,-0.2046,-1.1854,-4.9438,240.6006,-24.4751
-0.4976,-0.1361,-1.3599,1.4648,266.9678,-31.6162
-0.5243,-0.0315,-1.3446,8.4839,292.9687,-31.6772
-0.6356,0.1079,-1.1232,12.2070,305.6641,-30.1514
-0.5719,0.0367,-0.6786,-14.0381,272.3389,1.2817
-0.4807,-0.1243,-0.6254,-28.1982,252.5635,2.6245
-0.3865,-0.1691,-0.6024,-29.3579,231.3843,-1.1597
-0.1687,-0.1364,-0.9541,-14.6484,211.2427,-6.8359
-0.1045,-0.0746,-1.1453,-6.5918,217.0410,-12.2070
-0.0845,0.0175,-1.2157,-4.4556,225.9521,-14.1602
-0.0851,0.0675,-1.1615,-5.9814,233.2153,-9.2773
-0.0200,-0.1215,-0.9542,-3.7231,232.4829,-13.3057
0.0308,-0.0177,-0.8596,0.0000,225.0977,-23.0713
0.0707,0.0906,-0.8241,6.1035,214.2334,-17.0288
0.1301,0.0905,-0.8499,7.0801,206.7871,-3.9062
0.2511,0.0122,-0.9852,3.1738,201.1719,3.6621
0.2864,0.0005,-1.0250,-1.5259,207.7637,0.6104
0.3199,-0.0018,-0.9482,-7.6904,212.8296,-0.7324
0.3689,-0.0460,-0.9043,-9.0942,211.7310,-1.4038
0.3885,0.0596,-0.8033,-2.9907,215.3931,-5.8594
0.3516,0.0870,-0.7086,-2.5024,207.0923,1.2207
0.4020,0.0316,-0.6471,-3.6621,197.0215,7.6904
0.4971,-0.0498,-0.6112,1.9531,182.9224,2.8076
0.5568,0.0236,-0.5753,2.1973,181.0303,1.7700
0.6346,-0.0039,-0.4677,1.0986,175.4150,6.8970
0.6826,-0.0662,-0.4537,3.0518,166.6260,2.0142
0.7190,-0.0159,-0.5621,-10.0708,161.1328,-6.1035
0.7291,-0.0197,-0.5466,-10.1318,162.2925,-8.2397
0.7097,0.0518,-0.3347,-10.7422,159.8511,-7.3853
0.7305,0.0562,-0.1213,-6.6528,139.7095,2.2583
0.8134,-0.0056,-0.1570,-11.7798,104.5532,-2.8687
0.8433,0.0031,-0.2493,-13.2446,93.9331,-0.6104
0.8544,-0.0255,-0.4065,-19.8364,90.8203,-1.1597
0.8494,-0.0217,-0.4952,-19.8364,96.9849,0.0000
0.8536,0.0242,-0.2068,-12.3901,98.3887,2.5024
0.8478,0.0173,-0.1084,-9.5825,85.8765,3.6011
0.8757,0.0334,-0.1588,-2.5635,76.2939,4.2725
0.9185,0.0859,-0.2097,6.8970,67.9321,11.2305
0.9136,0.0703,-0.2842,7.8125,65.8569,14.4043
0.9164,0.0485,-0.2821,7.3853,67.3218,17.5171
0.9257,-0.0038,-0.2395,2.9297,64.0259,18.6768
0.9113,0.0284,-0.2288,-1.5259,56.9458,14.9536
0.9122,-0.0096,-0.1914,-1.7700,53.7720,14.8315
0.9551,-0.0533,-0.2122,-0.3662,49.1333,10.0098
0.9572,-0.0223,-0.2240,1.1597,49.3164,6.1646
0.9648,0.0022,-0.1705,0.3052,41.6870,2.3193
0.9634,0.0303,-0.2018,0.8545,39.9170,2.9907
0.9634,0.0415,-0.2172,-0.9155,40.0391,4.9438
0.9602,0.0391,-0.1584,0.3662,40.4663,5.6763
0.9556,-0.0035,-0.0448,2.3193,27.7710,13.3667
0.9547,-0.0364,-0.0996,3.9062,21.8506,9.5825
0.9440,-0.0081,-0.1621,1.0376,20.5688,6.2256
0.9438,-0.0590,-0.1460,-2.1362,19.7754,7.8125
0.9441,-0.0649,-0.1199,-5.5542,17.7002,3.7231
0.9448,-0.0366,-0.1310,-6.2866,15.7471,2.9907
0.9502,0.0005,-0.0819,-0.5493,14.7705,6.8359
0.9559,-0.0122,-0.0675,3.2959,9.3384,7.9956
0.9584,-0.0421,-0.1351,1.5869,6.9580,5.4932
0.9572,-0.0292,-0.1521,0.9766,7.9346,2.9297
0.9609,-0.0302,-0.0522,1.1597,1.1597,4.3335
0.9617,-0.0334,-0.0868,1.2207,-2.5635,2.0752
0.9606,-0.0396,-0.1127,3.4790,-3.9673,4.6387
0.9653,-0.0847,-0.1359,2.0142,-4.3945,4.1504
0.9663,-0.0664,-0.1576,-0.4272,-1.8921,-3.4790
0.9689,-0.0482,-0.1156,0.4272,-2.4414,-4.3335
0.9683,-0.0216,-0.1036,-1.4648,-4.3945,-3.6011
0.9698,-0.0118,-0.1342,-1.0376,-5.6152,-1.1597
0.9702,-0.0461,-0.1163,3.6011,-4.3335,0.6714
0.9719,-0.0381,-0.1056,4.0283,-6.5918,-1.0376
0.9720,-0.0125,-0.1189,2.4414,-8.4229,-1.4038
0.9784,-0.0293,-0.1754,2.6855,-7.9346,0.2441
0.9834,-0.0348,-0.1602,4.8828,-6.2866,0.1221
0.9829,-0.0311,-0.1187,5.8594,-7.0190,-0.4272
0.9843,-0.0320,-0.1317,5.2490,-9.6436,-0.7935
0.9823,0.0107,-0.1687,2.3193,-8.7891,0.9155
0.9810,-0.0016,-0.1687,0.9766,-9.9487,1.8921
0.9817,-0.0188,-0.2015,0.4272,-8.8501,2.5024
0.9769,-0.0377,-0.1848,1.7700,-7.5073,2.3193
0.9742,-0.0906,-0.0808,3.2349,-15.1978,-0.5493
0.9742,-0.0865,-0.1001,2.0752,-19.7754,-2.5024
0.9736,-0.0919,-0.0854,1.9531,-23.6816,-5.2490
0.9689,-0.0874,-0.0841,1.2207,-28.9307,-8.7891
0.9467,-0.0166,-0.0046,2.4414,-39.9170,-9.1553
0.9382,0.0272,0.0845,7.2021,-50.5981,-7.9956
0.9258,0.0880,0.1757,12.0850,-64.0259,-7.5073
0.8721,0.1331,0.3484,27.6489,-104.7363,0.9766
0.8208,0.1340,0.4011,33.1421,-129.2114,5.6763
0.7396,0.1674,0.4675,35.6445,-156.6772,16.0522
0.6979,-0.0111,0.4596,34.5459,-187.6221,37.7808
0.6489,-0.1908,-0.0087,26.8555,-240.8447,16.1743
0.5790,-0.3258,-0.4906,29.9072,-254.0283,8.3618
0.5366,-0.2295,-0.7916,32.7759,-237.6099,8.6060
0.5411,-0.1313,-0.6626,26.1841,-228.8818,15.6860
0.5536,-0.1532,-0.2507,23.5596,-248.4131,27.6489
0.4891,-0.1193,0.0031,21.4233,-274.6582,14.2212
0.3737,-0.0703,0.1522,18.0054,-315.0024,1.9531
0.1980,-0.1056,0.0774,18.4326,-358.3984,-12.9395
-0.0527,-0.0709,-0.6777,40.4663,-412.1094,-34.1187
-0.1648,-0.1053,-1.0558,50.7202,-402.5879,-33.6304
-0.2280,-0.2323,-1.4518,63.9038,-382.2632,-12.2681
-0.1302,-0.1846,-1.9319,24.7803,-284.6069,26.3062
-0.1146,-0.1079,-1.4629,-1.5869,-247.4365,33.6304
-0.1267,-0.0780,-1.0074,-12.2070,-255.0659,25.6958
-0.1440,-0.0432,-0.7930,-13.0615,-270.9961,18.8599
-0.3396,-0.2020,-0.5753,7.3242,-299.1333,12.6953
-0.3688,-0.2552,-0.7396,25.2686,-320.3735,1.8921
-0.3903,-0.2699,-1.0955,31.9824,-324.5239,-22.0947
-0.4929,-0.1138,-1.6725,19.5923,-286.8652,-13.4888
-0.4778,-0.1066,-1.9808,-11.5356,-246.9482,2.4414
-0.4716,-0.0609,-2.0422,-42.9688,-192.8711,19.6533
-0.5209,-0.0183,-1.7277,-49.2554,-155.7617,41.3208
-0.5854,-0.0200,-1.0594,-31.7383,-136.1084,75.0732
-0.5422,-0.2175,-0.7925,-26.0010,-150.2075,63.8428
-0.5232,-0.2926,-0.6945,-15.3198,-167.4805,17.8223
-0.5576,-0.1411,-0.6200,-6.3477,-174.5605,-4.1504
-0.5089,-0.0853,-0.8536,4.0894,-187.9883,-21.9727
-0.5594,-0.0640,-1.0885,-11.2305,-184.0820,-26.2451
-0.6316,-0.0050,-1.3116,-27.5879,-176.9409,-21.6675
-0.6841,0.0459,-1.4460,-37.7197,-155.3955,1.7700
-0.7404,-0.1278,-1.0065,-36.1328,-115.4785,39.0015
-0.7573,-0.1925,-0.7227,-34.7900,-117.0044,41.6870
-0.7472,-0.1888,-0.5750,-29.2969,-126.0376,42.7246
-0.6877,-0.1815,-0.6592,-10.4980,-136.3525,3.1738
-0.6992,0.0107,-0.7253,-0.3052,-128.1128,-10.9253
-0.7249,0.0883,-0.7611,0.9155,-121.2158,-9.4604
-0.7905,0.0546,-0.7340,-4.0283,-121.4600,-20.0806
-0.8414,0.0060,-0.6603,-16.1743,-137.6343,-8.4839
-0.8623,-0.0919,-0.6406,-12.8784,-136.7798,-7.9956
-0.8815,-0.1503,-0.5754,-4.0894,-135.3149,-5.4932
-0.8799,-0.1826,-0.5923,1.8921,-131.9580,-2.8076
-0.8724,-0.0392,-0.7314,14.3433,-105.7129,0.6104
-0.8721,0.0417,-0.7703,13.1226,-96.4355,4.4556
-0.9025,0.1145,-0.7637,6.6528,-88.3179,4.3945
-0.9319,0.1421,-0.6924,-2.4414,-83.9233,9.8877
-0.9148,0.0194,-0.4761,0.6104,-78.3691,23.9868
-0.8973,-0.0758,-0.3889,1.2207,-81.8481,21.7896
-0.8866,-0.1044,-0.4108,2.8687,-83.3130,15.6250
-0.9132,-0.0829,-0.4030,14.1602,-78.9795,10.4980
-0.9279,-0.0881,-0.3933,14.0381,-78.6133,5.4321
-0.9476,-0.0566,-0.4161,12.1460,-77.8809,1.5259
-0.9625,-0.0220,-0.4545,12.7563,-74.4019,0.9155
-0.9995,0.0209,-0.3585,15.3809,-65.5518,5.7373
-0.9994,0.0070,-0.2418,12.1460,-69.5190,9.5215
-0.9846,-0.0222,-0.1903,11.2305,-73.9136,12.0850
-0.9680,-0.0332,-0.1644,13.9771,-77.2095,12.1460
-0.9463,-0.0178,-0.1520,14.3433,-86.4868,13.1836
-0.9351,-0.0327,-0.1912,11.4136,-89.8438,16.3574
-0.9283,-0.0719,-0.2251,10.3760,-89.4165,15.3809
-0.9261,-0.1205,-0.2679,9.6436,-90.4541,10.7422
-1.0090,-0.0892,-0.3481,10.7422,-80.1392,-2.7466
-1.0240,-0.0695,-0.2998,9.3994,-77.3315,-4.2114
-1.0341,-0.0485,-0.2750,6.1035,-74.3408,-9.7046
-1.0546,0.0121,-0.2590,7.1411,-66.8335,-4.0894
-1.0522,0.0083,-0.2374,9.3994,-61.5234,-1.1597
-1.0406,-0.0007,-0.2303,8.6060,-57.8613,-0.6104
-1.0381,0.0037,-0.2836,5.6763,-53.2837,-3.2959
-1.0538,-0.0227,-0.3179,-1.4038,-39.5508,-4.3335
-1.0482,-0.0277,-0.3450,-4.8218,-31.0669,-5.3101
-1.0538,-0.0284,-0.3585,-4.6997,-20.8740,-5.7983
-1.0540,-0.0197,-0.2974,-2.1362,-11.2305,-5.1270
-1.0433,-0.0271,-0.1079,-0.7935,-1.4038,-1.8311
-1.0402,-0.0096,-0.0087,1.5869,-2.6855,-1.5259
-1.0328,0.0031,0.0496,2.0752,-7.0190,-0.9766
-1.0240,-0.0057,0.0193,2.3804,-12.0239,-1.0986
-1.0195,-0.0149,-0.1888,0.1221,-11.2915,-1.2207
-1.0219,-0.0157,-0.2892,-3.0518,-4.3945,-0.7324
-1.0253,-0.0109,-0.3315,-6.5918,4.2725,1.4648
-1.0408,-0.0333,-0.1282,-7.6294,16.1133,4.0894
-1.0366,-0.0790,0.0258,-4.6387,12.1460,5.3101
-1.0114,-0.1106,0.1133,-0.8545,6.7139,2.3193
-0.9966,-0.1127,0.1387,1.4038,-0.9766,-0.9155
-0.9854,-0.0580,-0.0306,3.4180,-10.9253,-5.5542
-0.9896,-0.0305,-0.1755,2.2583,-9.0942,-6.4087
-0.9963,-0.0029,-0.2849,0.2441,-2.8076,-5.0049
-1.0007,0.0035,-0.3168,-3.1128,5.6152,-1.0376
-1.0330,-0.0055,-0.1584,-6.7139,16.4185,3.1738
-1.0343,-0.0350,-0.0048,-5.9204,13.6719,4.4556
-1.0167,-0.0682,0.1028,-2.9297,7.2021,2.9297
-0.9932,-0.0762,0.1143,0.4272,0.9766,0.2441
-0.9761,-0.0188,-0.0515,4.3335,-5.1880,-2.5024
-0.9763,-0.0172,-0.1396,2.8687,-5.5542,-1.4038
-0.9780,-0.0197,-0.2241,0.1831,-1.9531,-0.9155
-1.0061,-0.0079,-0.2382,-5.9204,8.7280,1.7090
-1.0214,-0.0236,-0.1608,-5.9814,11.7187,2.7466
-1.0293,-0.0402,-0.0742,-4.7607,11.8408,2.9907
-1.0277,-0.0601,0.0132,-1.9531,9.7046,2.4414
-1.0020,-0.0730,0.0360,1.8311,-0.4272,-0.4883
-1.0017,-0.0602,-0.0564,3.6621,-1.4648,-1.0376
-1.0040,-0.0507,-0.1630,2.3193,-0.0610,-2.3193
-1.0109,-0.0396,-0.2739,-0.1831,5.2490,-3.6011
-1.0415,-0.0159,-0.4095,-5.6152,24.9634,-6.3477
-1.0631,-0.0046,-0.4318,-8.0566,37.2314,-6.1035
-1.0897,0.0164,-0.4067,-9.7046,50.1099,-4.6997
-1.1182,0.0500,-0.3049,-8.7280,59.6924,1.0376
-1.1019,-0.0529,-0.0345,-4.8828,58.5327,9.8877
-1.0674,-0.0831,-0.0072,-1.5259,54.1382,5.3101
-1.0432,-0.1051,-0.0687,-1.5259,50.8423,-0.9155
-1.0338,-0.0698,-0.4031,-4.7607,56.3354,-13.1226
-1.0220,-0.0549,-0.6377,-10.5591,70.8618,-17.2119
-0.9991,-0.0286,-0.8735,-17.8833,98.1445,-19.4092
-1.0212,0.0042,-1.0150,-23.7427,133.1177,-18.9819
-1.1906,0.0554,-0.7137,-8.7280,182.9834,-3.7231
-1.2025,0.0453,-0.4025,-2.1362,190.3687,11.1694
-1.1781,-0.0358,-0.1356,0.0610,185.9131,15.8691
-1.1057,-0.0669,-0.0131,4.6387,172.7905,9.4604
-0.9594,-0.1102,-0.2396,-5.6763,150.2075,-3.7231
-0.9063,-0.1400,-0.4973,-7.0801,150.8179,-12.1460
